,time,lat,lon,elevation,watts,bpm,rpm,lat_prev,lon_prev,elevation_prev,dist,elevation_chg,dist_3d,watts_10s_rolling,watts_30s_rolling,dist_cumulative,watts-kg
0,2020-10-13T18:46:16Z,-11.634745,166.973356,13.0,374,135,87,,,,0.0,,,,,0.0,5.753846153846154
1,2020-10-13T18:46:17Z,-11.634834,166.973389,13.0,387,135,87,-11.634745,166.973356,13.0,0.010528775751514754,0.0,0.010528775751514754,,,0.010528775751514754,5.953846153846154
2,2020-10-13T18:46:18Z,-11.634922,166.973422,13.0,390,136,88,-11.634834,166.973389,13.0,0.010424328341552984,0.0,0.010424328341552984,,,0.020953104093067738,6.0
3,2020-10-13T18:46:19Z,-11.63501,166.973463,13.0,377,137,88,-11.634922,166.973422,13.0,0.010755863123313062,0.0,0.010755863123313062,,,0.0317089672163808,5.8
4,2020-10-13T18:46:20Z,-11.635092,166.973516,13.0,351,138,88,-11.63501,166.973463,13.0,0.010791508405160459,0.0,0.010791508405160459,,,0.04250047562154126,5.4
5,2020-10-13T18:46:21Z,-11.635166,166.97359,13.0,354,138,88,-11.635092,166.973516,13.0,0.011517828828713866,0.0,0.011517828828713866,,,0.05401830445025513,5.446153846153846
6,2020-10-13T18:46:22Z,-11.635202,166.973687,13.0,405,139,80,-11.635166,166.97359,13.0,0.011297273940180246,0.0,0.011297273940180246,,,0.06531557839043538,6.230769230769231
7,2020-10-13T18:46:23Z,-11.635195,166.973797,13.0,465,139,84,-11.635202,166.973687,13.0,0.012005380271453855,0.0,0.012005380271453855,,,0.07732095866188923,7.153846153846154
8,2020-10-13T18:46:24Z,-11.635165,166.973906,13.0,455,140,85,-11.635195,166.973797,13.0,0.012331000747234006,0.0,0.012331000747234006,,,0.08965195940912324,7.0
9,2020-10-13T18:46:25Z,-11.635127,166.974009,13.0,405,141,86,-11.635165,166.973906,13.0,0.011987162859297528,0.0,0.011987162859297528,396.3,,0.10163912226842077,6.230769230769231
10,2020-10-13T18:46:26Z,-11.635088,166.974115,13.0,416,141,83,-11.635127,166.974009,13.0,0.01233212408118934,0.0,0.01233212408118934,400.5,,0.11397124634961012,6.4
11,2020-10-13T18:46:27Z,-11.635047,166.974223,13.0,395,141,82,-11.635088,166.974115,13.0,0.012614924287083613,0.0,0.012614924287083613,401.3,,0.12658617063669372,6.076923076923077
12,2020-10-13T18:46:28Z,-11.635,166.974334,13.0,361,142,79,-11.635047,166.974223,13.0,0.013170334181830142,0.0,0.013170334181830142,398.4,,0.13975650481852386,5.553846153846154
13,2020-10-13T18:46:29Z,-11.634968,166.974447,13.0,349,142,80,-11.635,166.974334,13.0,0.012810929820618808,0.0,0.012810929820618808,395.6,,0.15256743463914268,5.369230769230769
14,2020-10-13T18:46:30Z,-11.634949,166.974564,13.0,380,142,80,-11.634968,166.974447,13.0,0.012916459412444299,0.0,0.012916459412444299,398.5,,0.16548389405158698,5.846153846153846
15,2020-10-13T18:46:31Z,-11.634949,166.974689,13.0,351,143,78,-11.634949,166.974564,13.0,0.013613786232847128,0.0,0.013613786232847128,398.2,,0.1790976802844341,5.4
16,2020-10-13T18:46:32Z,-11.634966,166.974813,13.0,350,143,78,-11.634949,166.974689,13.0,0.013636530315213264,0.0,0.013636530315213264,392.7,,0.19273421059964735,5.384615384615385
17,2020-10-13T18:46:33Z,-11.634997,166.974932,13.0,328,143,77,-11.634966,166.974813,13.0,0.013410895125172852,0.0,0.013410895125172852,379.0,,0.2061451057248202,5.046153846153846
18,2020-10-13T18:46:34Z,-11.635035,166.975051,13.0,342,144,78,-11.634997,166.974932,13.0,0.013631729366894798,0.0,0.013631729366894798,367.7,,0.219776835091715,5.2615384615384615
19,2020-10-13T18:46:35Z,-11.635078,166.975172,13.0,341,144,78,-11.635035,166.975051,13.0,0.014018739200996897,0.0,0.014018739200996897,361.3,,0.2337955742927119,5.246153846153846
20,2020-10-13T18:46:36Z,-11.63512,166.975288,13.2,349,145,78,-11.635078,166.975172,13.0,0.013469158174773763,-0.1999999999999993,0.20045303245882012,354.6,,0.24726473246748565,5.369230769230769
21,2020-10-13T18:46:37Z,-11.635162,166.975403,13.2,338,145,77,-11.63512,166.975288,13.2,0.01336705585453186,0.0,0.01336705585453186,348.9,,0.2606317883220175,5.2
22,2020-10-13T18:46:38Z,-11.635198,166.975526,13.2,310,146,77,-11.635162,166.975403,13.2,0.013981265681420711,0.0,0.013981265681420711,343.8,,0.2746130540034382,4.769230769230769
23,2020-10-13T18:46:39Z,-11.635222,166.975652,13.2,304,146,75,-11.635198,166.975526,13.2,0.013979767871652414,0.0,0.013979767871652414,339.3,,0.2885928218750906,4.676923076923077
24,2020-10-13T18:46:40Z,-11.635236,166.975771,13.4,333,147,80,-11.635222,166.975652,13.2,0.013053470218100018,-0.20000000000000107,0.20042553002233834,334.6,,0.3016462920931906,5.123076923076923
25,2020-10-13T18:46:41Z,-11.635235,166.975896,13.4,300,148,73,-11.635236,166.975771,13.4,0.013614226317157552,0.0,0.013614226317157552,329.5,,0.31526051841034813,4.615384615384615
26,2020-10-13T18:46:42Z,-11.63521,166.97602,13.6,318,148,80,-11.635235,166.975896,13.4,0.013788003186287484,-0.1999999999999993,0.20047470920758256,326.3,,0.3290485215966356,4.892307692307693
27,2020-10-13T18:46:43Z,-11.635163,166.976138,13.8,300,148,79,-11.63521,166.97602,13.6,0.013873406396876967,-0.20000000000000107,0.20048060106916413,323.5,,0.34292192799351257,4.615384615384615
28,2020-10-13T18:46:44Z,-11.635102,166.976244,14.0,304,149,78,-11.635163,166.976138,13.8,0.013389653517298001,-0.1999999999999993,0.20044770595173447,319.7,,0.35631158151081055,4.676923076923077
29,2020-10-13T18:46:45Z,-11.635037,166.976345,14.2,301,149,77,-11.635102,166.976244,14.0,0.013161987714462232,-0.1999999999999993,0.20043262688643126,315.7,357.76666666666665,0.3694735692252728,4.630769230769231
30,2020-10-13T18:46:46Z,-11.634966,166.976448,14.4,292,149,78,-11.635037,166.976345,14.2,0.013717388823637443,-0.20000000000000107,0.20046986495765212,310.0,355.03333333333336,0.38319095804891024,4.492307692307692
31,2020-10-13T18:46:47Z,-11.634899,166.976542,14.6,304,149,78,-11.634966,166.976448,14.4,0.012661411616759656,-0.1999999999999993,0.20040037760475585,306.6,352.26666666666665,0.3958523696656699,4.676923076923077
32,2020-10-13T18:46:48Z,-11.634826,166.976639,14.8,324,149,82,-11.634899,166.976542,14.6,0.013322689790757862,-0.20000000000000107,0.2004432439950551,308.0,350.06666666666666,0.40917505945642774,4.984615384615385
33,2020-10-13T18:46:49Z,-11.634755,166.976738,15.0,323,150,82,-11.634826,166.976639,14.8,0.013363490694684628,-0.1999999999999993,0.20044596000804465,309.9,348.26666666666665,0.42253855015111236,4.969230769230769
34,2020-10-13T18:46:50Z,-11.634693,166.976835,15.2,316,150,83,-11.634755,166.976738,15.0,0.012614797684585236,-0.1999999999999993,0.2003974379093274,308.2,347.1,0.4351533478356976,4.861538461538461
35,2020-10-13T18:46:51Z,-11.634641,166.976944,15.4,323,150,83,-11.634693,166.976835,15.2,0.013204521157298586,-0.20000000000000107,0.2004354244613311,310.5,346.06666666666666,0.4483578689929962,4.969230769230769
36,2020-10-13T18:46:52Z,-11.634623,166.977055,15.6,305,150,83,-11.634641,166.976944,15.4,0.012253624840580577,-0.1999999999999993,0.20037502669178464,309.2,342.73333333333335,0.46061149383357675,4.6923076923076925
37,2020-10-13T18:46:53Z,-11.634637,166.977172,15.8,308,150,82,-11.634623,166.977055,15.6,0.012837257886863466,-0.20000000000000107,0.20041156451176728,310.0,337.5,0.4734487517204402,4.7384615384615385
38,2020-10-13T18:46:54Z,-11.634684,166.977272,16.0,326,150,83,-11.634637,166.977172,15.8,0.012080049598781735,-0.1999999999999993,0.20036448686907754,312.2,333.2,0.48552880131922194,5.015384615384615
39,2020-10-13T18:46:55Z,-11.634762,166.97736,16.2,321,150,83,-11.634684,166.977272,16.0,0.012925939342035262,-0.1999999999999993,0.20041726449553615,314.2,330.4,0.4984547406612572,4.938461538461539
40,2020-10-13T18:46:56Z,-11.634854,166.977426,16.2,334,150,84,-11.634762,166.97736,16.2,0.0125028139787402,0.0,0.0125028139787402,318.4,327.6666666666667,0.5109575546399974,5.138461538461539
41,2020-10-13T18:46:57Z,-11.634967,166.97747,16.2,331,150,85,-11.634854,166.977426,16.2,0.013447829130704346,0.0,0.013447829130704346,321.1,325.53333333333336,0.5244053837707017,5.092307692307692
42,2020-10-13T18:46:58Z,-11.635081,166.977469,16.2,324,150,85,-11.634967,166.97747,16.2,0.012676706999426244,0.0,0.012676706999426244,321.1,324.3,0.5370820907701279,4.984615384615385
43,2020-10-13T18:46:59Z,-11.635193,166.977447,16.2,332,150,86,-11.635081,166.977469,16.2,0.01268224306661214,0.0,0.01268224306661214,322.0,323.73333333333335,0.5497643338367401,5.107692307692307
44,2020-10-13T18:47:00Z,-11.63531,166.977423,16.2,311,150,85,-11.635193,166.977447,16.2,0.013269804507801545,0.0,0.013269804507801545,321.5,321.43333333333334,0.5630341383445416,4.7846153846153845
45,2020-10-13T18:47:01Z,-11.635428,166.977398,16.2,303,151,86,-11.63531,166.977423,16.2,0.013400542395975884,0.0,0.013400542395975884,319.5,319.8333333333333,0.5764346807405175,4.661538461538462
46,2020-10-13T18:47:02Z,-11.635546,166.977391,16.2,321,151,86,-11.635428,166.977398,16.2,0.013143148813141027,0.0,0.013143148813141027,321.1,318.8666666666667,0.5895778295536586,4.938461538461539
47,2020-10-13T18:47:03Z,-11.635663,166.977428,16.0,325,151,86,-11.635546,166.977391,16.2,0.013619610156598959,0.1999999999999993,0.20046319807091137,322.8,318.76666666666665,0.6031974397102575,5.0
48,2020-10-13T18:47:04Z,-11.635742,166.977517,16.0,325,151,87,-11.635663,166.977428,16.0,0.013081281624766596,0.0,0.013081281624766596,322.7,318.2,0.6162787213350241,5.0
49,2020-10-13T18:47:05Z,-11.635782,166.97763,16.0,307,151,88,-11.635742,166.977517,16.0,0.013085906127980471,0.0,0.013085906127980471,321.3,317.06666666666666,0.6293646274630046,4.723076923076923
50,2020-10-13T18:47:06Z,-11.635801,166.977755,15.8,304,151,87,-11.635782,166.97763,16.0,0.013776704324670423,0.1999999999999993,0.20047393242526348,318.3,315.56666666666666,0.643141331787675,4.676923076923077
51,2020-10-13T18:47:07Z,-11.635809,166.977883,15.6,292,152,87,-11.635801,166.977755,15.8,0.013968827419404382,0.20000000000000107,0.2004872268736179,314.4,314.03333333333336,0.6571101592070794,4.492307692307692
